"","AJwcM2MAIPOOA100700.extra.kraken2.report","Ia7iM2MAIPOOB100245.extra.kraken2.report","P0ZQM2MAIPOOA100240.extra.kraken2.report","qU3SM2MAIPOOM070605.extra.kraken2.report","c5isM2MAIPOOA070615.extra.kraken2.report","TgLUM2MAIPOOM070620.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2592655",115,79,60,68,90,92,"v_2036",244,3.34907398104424e-05,51172.5072509683
"178399",35,19,17,27,25,24,"v_3514",120,3.34907398104424e-05,27529.1285520665
"2620948",33,7,18,17,22,23,"v_155",148,3.34873752595272e-05,29199.5317595593
"67780",60,48,0,45,56,83,"v_3395",141,3.34873752595272e-05,6129.87081557459
"2546365",26,14,13,34,26,28,"v_1465",96,3.3486253892777e-05,14785.2806781281
"146507",36,15,15,14,27,23,"v_3238",141,3.34828902430858e-05,73340.195946756
"1619311",113,61,39,42,58,70,"v_944",57,3.34806481853489e-05,16673.6104377783
"596153",52,25,20,14,27,31,"v_2350",54,3.34806481853489e-05,12334.3329853352
"2604941",35,28,25,16,27,31,"v_2958",97,3.34806481853489e-05,66507.9661782379
"1458355",129,73,88,70,102,97,"v_3332",159,3.34806481853489e-05,100669.364328043
"905",100,34,56,40,74,82,"v_1341",106,3.34772856616785e-05,15219.3463602685
"61652",150,66,81,72,100,79,"v_3273",179,3.3476164970541e-05,20952.9211876469
"2044880",102,47,44,47,89,68,"v_948",182,3.34750443544338e-05,16779.3128936501
"1912795",39,14,24,23,24,26,"v_726",145,3.3471682956219e-05,24932.5456752167
"2676603",31,18,18,34,31,22,"v_1443",110,3.34683222330065e-05,89773.2238396323
"1239307",86,50,62,53,97,93,"v_3401",115,3.34660821257655e-05,63967.3819712887
"1422",90,40,34,48,63,69,"v_861",198,3.34649621845927e-05,28587.4750168804
"28028",120,45,61,60,58,63,"v_550",166,3.3463842318375e-05,14063.4426308816
"1416627",34,27,31,20,39,22,"v_3685",55,3.3463842318375e-05,50902.3450785889
"5782",103,39,39,24,44,44,"v_4433",90,3.3463842318375e-05,12542.5867488704
"565",91,53,52,63,62,137,"v_3248",169,3.34616028107746e-05,26275.6223009207
"289435",31,13,20,69,44,23,"v_1438",79,3.3460483169377e-05,4559.36558328739
"2622553",81,50,37,86,52,78,"v_1407",78,3.34593636029043e-05,60677.0966549
"1219",75,35,34,41,40,39,"v_1414",106,3.3458244111349e-05,13528.4428400292
"744872",42,14,18,18,18,32,"v_4321",122,3.3458244111349e-05,54935.9875015604
"1536648",109,47,63,67,116,77,"v_1487",228,3.34560053529609e-05,24134.5025719352
"257438",48,40,22,20,33,33,"v_2051",59,3.34560053529609e-05,13953.450972319
"323261",51,37,29,35,44,55,"v_3434",149,3.34548860861129e-05,35470.9650990478
"2509456",99,39,43,53,83,66,"v_932",197,3.34515287348632e-05,22442.9041882748
"300019",91,56,56,61,91,86,"v_202",230,3.34381060656724e-05,37816.772254572
"575",69,60,51,44,60,49,"v_3215",98,3.34369879961213e-05,22872.1269574193
"67824",41,25,38,26,37,29,"v_3186",80,3.34358700013374e-05,14881.7124748868
"2590776",71,38,71,36,52,68,"v_2904",66,3.34302811486645e-05,11474.7178465229
"1378",39,3,28,28,28,26,"v_1037",79,3.34235769912096e-05,5404.85091917371
"938406",51,25,27,107,110,46,"v_1431",83,3.34224598930481e-05,11524.9723058068
"264697",77,22,29,47,39,33,"v_854",133,3.34146422962542e-05,19146.4129396247
"1288313",104,59,84,49,87,70,"v_2047",105,3.34124093688396e-05,31533.7177247828
"57320",113,65,54,72,91,77,"v_3937",239,3.34068283557159e-05,30626.8102693465
"2564040",34,7,18,17,30,26,"v_5568",151,3.34068283557159e-05,15353.0741626093
"54006",72,47,48,40,65,75,"v_1358",88,3.34045964724746e-05,20631.4412982505
"2528020",119,54,63,62,111,105,"v_4103",145,3.34045964724746e-05,97167.0846984511
"582744",85,53,70,34,62,65,"v_2639",94,3.3403480642683e-05,46888.6932964527
"294699",32,17,21,26,26,19,"v_884",115,3.3402364887434e-05,33206.0556596575
"1731",35,10,16,25,24,21,"v_1297",69,3.34012492067203e-05,15555.8464745175
"137545",25,11,15,14,21,24,"v_3281",162,3.33912114331508e-05,234298.509813616
"1307761",58,28,35,24,45,45,"v_4334",171,3.33912114331508e-05,31574.1317980028
"210",62,54,38,46,77,51,"v_4005",95,3.33889816360601e-05,7595.1189633649
"499229",32,14,17,22,21,22,"v_1324",120,3.33822940312458e-05,97805.0276921443
"394935",40,26,20,14,36,28,"v_2682",63,3.33711539745044e-05,41456.7102056405
"309798",32,7,13,9,21,25,"v_4414",68,3.33711539745044e-05,28682.6963911285
"2609667",141,78,74,79,75,103,"v_3484",125,3.3364473508608e-05,26720.6677048105
"49338",54,23,27,37,54,39,"v_1271",177,3.33622472809768e-05,30494.0018933211
"592316",84,41,65,57,87,78,"v_3303",118,3.33622472809768e-05,34661.2181348384
"154046",107,28,42,50,79,60,"v_1220",214,3.33611342785655e-05,19911.3164017829
"1909699",74,35,38,42,53,70,"v_3961",128,3.33600213504137e-05,52401.9209448352
"2812647",90,57,51,43,53,69,"v_3692",161,3.3358908496514e-05,19331.6647714593
"2483360",102,42,30,60,75,62,"v_1395",181,3.3357795716859e-05,19972.2018163834
"1853278",98,46,74,57,83,77,"v_2707",115,3.3357795716859e-05,41126.2613939705
"1918540",97,59,60,57,56,82,"v_4247",160,3.33555703802535e-05,26517.6484372096
"33074",107,59,79,51,79,93,"v_3499",120,3.33533453405377e-05,48628.7987709089
"669357",43,20,30,51,41,29,"v_1459",60,3.33488961515374e-05,46328.5248648281
"2047767",154,47,60,67,117,107,"v_4384",250,3.33466720021342e-05,41351.5743363907
"1761794",92,45,44,29,49,39,"v_3539",67,3.33455600386808e-05,27353.9482915095
"1082704",97,55,65,51,98,87,"v_3371",116,3.33411129263495e-05,19096.6136597776
"2033032",92,71,67,62,81,78,"v_3667",109,3.33388898149692e-05,45127.9335651723
"2814295",30,16,16,14,16,31,"v_3574",53,3.33355557037136e-05,34860.3658812676
"1175445",98,37,58,66,103,78,"v_4584",189,3.33355557037136e-05,20433.0481497256
"585",33,14,13,20,24,20,"v_3374",138,3.33344444814827e-05,110340.361850612
"665571",98,45,58,70,86,75,"v_4330",183,3.3332222259258e-05,18588.5403062872
"1686",82,50,39,55,52,48,"v_751",119,3.33277787035494e-05,9224.83318092163
"82995",71,25,47,18,38,43,"v_3276",98,3.33277787035494e-05,14638.0906573836
"1261127",46,20,23,31,24,22,"v_3182",120,3.3325557369947e-05,24636.7616843864
"413498",93,70,67,94,104,85,"v_3193",114,3.33244468141829e-05,24399.8378061113
"431306",88,46,52,47,58,65,"v_2035",160,3.33222259246918e-05,15480.3525740859
"1571",70,29,43,49,41,50,"v_994",96,3.33200053312009e-05,13551.0333727268
"452",45,22,18,34,32,32,"v_3811",97,3.3317785033651e-05,29524.4616365182
"102231",30,13,14,87,38,26,"v_1460",72,3.33155650319829e-05,4615.08471556563
"2420306",58,40,40,37,39,34,"v_3260",120,3.33144551420861e-05,10606.6614224492
"1408191",59,33,18,33,36,35,"v_572",122,3.33133453261377e-05,8616.27038592035
"1414854",35,13,20,11,17,20,"v_2259",31,3.33077973553609e-05,64101.6427218862
"61858",141,49,76,61,108,80,"v_4550",163,3.3306687982947e-05,19141.6748106915
"93378",92,52,50,37,84,72,"v_3394",161,3.32989244447404e-05,27945.7814778973
"2502791",60,20,35,19,30,37,"v_880",44,3.32978156632925e-05,41638.967560521
"1282",46,15,44,24,28,35,"v_1017",54,3.32978156632925e-05,12457.8383568145
"2812000",55,43,59,36,44,43,"v_2942",72,3.32978156632925e-05,46075.6423674024
"1471399",80,57,59,41,57,74,"v_4261",163,3.32955983219018e-05,15265.6742806748
"1884913",34,15,22,13,40,24,"v_767",83,3.32933812758024e-05,43330.9008446494
"2640322",70,15,45,32,36,30,"v_1319",37,3.32933812758024e-05,2621.76085306757
"889378",97,41,67,55,88,75,"v_4331",229,3.32911645249351e-05,41596.0023598242
"1862358",63,31,36,43,38,39,"v_557",61,3.32900562601951e-05,12706.673840209
"1499973",35,13,16,18,28,16,"v_3222",117,3.32900562601951e-05,72998.9296858723
"1380685",45,10,18,20,20,24,"v_968",79,3.32878399520655e-05,92616.512759849
"2608982",125,65,51,56,73,97,"v_4088",180,3.32878399520655e-05,19039.9605771336
"29486",49,33,21,25,28,36,"v_3290",71,3.32823004726087e-05,20708.9862107322
"1718",52,25,26,27,28,27,"v_567",72,3.32800851970181e-05,29650.4463801574
"189426",48,14,28,16,31,29,"v_934",75,3.3278977669806e-05,29132.9661068126
"2739434",45,46,69,40,53,74,"v_2697",61,3.32767628365113e-05,13726.3579017372
"33943",105,31,51,58,69,67,"v_978",94,3.3275655530414e-05,53964.1971942044
"43769",104,39,35,40,40,35,"v_575",75,3.32723340542339e-05,10186.7007859402
"492",62,41,71,33,45,45,"v_2714",87,3.32712270428533e-05,13724.7297719474
"2588534",59,36,39,22,41,40,"v_2642",144,3.32701201051336e-05,18055.4710124319
"1649482",45,38,46,27,46,37,"v_4270",55,3.32690132410673e-05,37665.9489554254
"1389192",93,61,64,56,73,74,"v_2425",238,3.32656930907155e-05,26581.4528906271
"61645",110,86,58,66,91,83,"v_3132",188,3.32645865211895e-05,32510.6408539896
"33025",28,17,21,16,17,21,"v_1343",39,3.32623736029803e-05,33624.4780637171
"906968",116,42,65,71,109,113,"v_4314",271,3.32623736029803e-05,45684.6641752624
"160799",76,49,41,45,86,66,"v_929",54,3.32612672542824e-05,9435.19691786376
"1795874",134,73,69,91,115,100,"v_2394",135,3.32612672542824e-05,49602.018277566
"1278309",37,27,23,27,26,24,"v_3520",61,3.32612672542824e-05,15265.4275956137
"2558361",98,53,49,46,74,58,"v_2058",183,3.32590547776632e-05,11876.893496363
"1605721",23,17,21,19,22,19,"v_4727",105,3.32513134268804e-05,76502.1801661867
"200",58,26,25,43,45,43,"v_3980",158,3.32491022742386e-05,19683.1179278565
"38304",172,82,66,70,92,97,"v_543",178,3.32468914156526e-05,59251.5677394298
"44930",146,58,77,74,126,102,"v_4554",236,3.32468914156526e-05,61492.3175524568
"2047",92,28,38,37,40,30,"v_174",26,3.32457860966123e-05,4139.44349381951
"2686360",148,82,91,87,116,111,"v_3487",274,3.32457860966123e-05,81301.3720021982
"693986",64,30,35,39,54,53,"v_1723",82,3.3243575679e-05,12915.4931776641
"1636610",35,28,33,31,25,43,"v_2944",61,3.3243575679e-05,13239.8506754328
"2049332",125,70,93,72,83,88,"v_3701",166,3.3241365555297e-05,39469.8611913618
"446679",24,13,6,44,41,23,"v_1423",82,3.32391557254446e-05,8000.04992946165
"1076550",65,30,71,38,59,47,"v_3315",56,3.32391557254446e-05,14185.3264356097
"2494701",47,26,19,26,41,24,"v_3137",65,3.3238050920694e-05,18702.700068557
"2033438",14,5,10,19,24,38,"v_3265",56,3.3238050920694e-05,32694.9898236151
"607712",123,67,82,57,90,85,"v_2705",234,3.32347369470571e-05,44759.7128289226
"882104",55,28,35,33,47,41,"v_4561",185,3.32303193433689e-05,26813.8304863614
"1727196",92,68,73,46,88,90,"v_3694",111,3.32225913621262e-05,56949.104378375
"2609415",114,66,52,51,63,69,"v_3488",149,3.32214876582173e-05,16343.3999408817
"396015",46,23,7,32,21,31,"v_173",45,3.3219280470385e-05,7671.61893673354
"2649714",33,11,10,54,55,18,"v_1446",66,3.3218176986447e-05,14974.6932832474
"254247",94,66,60,45,87,62,"v_3817",101,3.3218176986447e-05,13773.0566288245
"215743",77,45,45,37,76,42,"v_2110",103,3.32148669744578e-05,21609.2638219146
"2161677",65,43,31,16,46,42,"v_2265",39,3.32148669744578e-05,7450.74242099386
"166486",26,13,15,20,24,21,"v_1248",144,3.3213763783712e-05,143163.058280328
"2257",165,49,53,73,112,83,"v_4508",241,3.3213763783712e-05,47521.2451013266
"2587856",63,59,69,50,72,59,"v_3722",36,3.32104546511242e-05,6099.46489317251
"2714933",159,78,81,74,94,86,"v_235",232,3.3208248929034e-05,34473.4001631607
"2675298",52,27,69,25,39,37,"v_2631",60,3.3206043499917e-05,39653.3736782869
"162474",127,67,73,56,88,128,"v_4420",225,3.32049408952052e-05,42604.7539922283
"762210",31,17,15,11,23,22,"v_753",114,3.32038383637148e-05,94521.3662628346
"59610",25,4,16,17,24,20,"v_1264",128,3.32038383637148e-05,56826.9502211203
"1852373",43,21,25,33,23,45,"v_1360",61,3.32005312084993e-05,13280.8321922294
"1069642",43,24,30,26,39,35,"v_4036",187,3.31994289698217e-05,23653.9599390607
"2060094",65,17,38,43,44,48,"v_1170",68,3.31983268043291e-05,13479.8439232355
"414771",141,63,96,72,108,85,"v_940",121,3.31961226928695e-05,41567.7610390108
"54911",133,48,68,68,115,92,"v_958",236,3.31873091729723e-05,47623.8668258196
"47715",34,23,16,30,29,25,"v_1061",59,3.3178500331785e-05,8022.73967152451
"2268024",48,36,59,20,34,37,"v_2495",57,3.31762988521001e-05,14997.8948524531
"348826",178,70,73,90,135,94,"v_4549",193,3.31762988521001e-05,106037.889902568
"2724468",103,55,70,52,104,55,"v_3142",74,3.31751982218094e-05,21189.7963291378
"254246",50,44,34,20,49,50,"v_3818",57,3.31751982218094e-05,10264.8248955465
"119206",22,12,8,12,16,25,"v_1161",141,3.31685959733325e-05,86221.3019844075
"1229621",36,10,13,12,17,16,"v_1243",136,3.31685959733325e-05,53231.6480602984
"1573676",36,26,25,26,32,46,"v_3176",82,3.31663958077676e-05,19252.8617771078
"2039",84,25,25,47,24,24,"v_331",61,3.31652958344388e-05,34603.8500986869
"676",104,80,71,60,71,69,"v_3750",186,3.31652958344388e-05,22964.1889432614
"2708020",39,13,27,7,24,33,"v_3796",58,3.31641959340696e-05,56459.5837369794
"879567",39,17,25,18,27,37,"v_3938",145,3.3160896670646e-05,18142.9586002833
"153493",34,23,17,14,34,33,"v_2735",35,3.3159797062042e-05,8590.98177079053
"1582",24,8,14,10,17,19,"v_1062",146,3.31586975263612e-05,178250.048855976
"664426",152,70,65,59,90,98,"v_2092",243,3.315649867374e-05,43411.8356428661
"1736",65,24,31,23,28,40,"v_1286",83,3.31543001127246e-05,30333.8891389995
"1898684",71,37,53,89,47,54,"v_2909",75,3.31543001127246e-05,9942.63222037805
"571915",52,20,31,22,41,45,"v_565",170,3.31477061787324e-05,41412.3494465761
"663",26,9,18,9,21,24,"v_3745",141,3.3146607444728e-05,101509.124858913
"1208660",22,13,11,13,23,32,"v_2569",137,3.3142213237e-05,75089.1790647409
"264686",32,7,11,68,51,27,"v_1421",88,3.31411148671041e-05,5179.17664339281
"349101",96,44,54,52,46,58,"v_2099",106,3.31389183457052e-05,15008.2554993686
"174633",48,24,40,45,55,40,"v_4108",101,3.31389183457052e-05,5832.16941078782
"71998",28,8,12,19,19,19,"v_4593",117,3.31389183457052e-05,111450.02081222
"2698411",96,29,36,52,51,46,"v_879",89,3.31378201941876e-05,14804.2004034016
"465817",61,35,57,32,55,50,"v_3324",32,3.31356241094801e-05,7052.348267193
"59505",120,59,56,84,91,89,"v_725",171,3.31345261762757e-05,42176.156410355
"2020965",23,14,15,25,21,17,"v_755",86,3.31334283158278e-05,28843.4334602985
"2621901",97,42,61,49,84,70,"v_4520",220,3.31334283158278e-05,23574.3434560091
"1891279",128,76,77,73,114,95,"v_2007",233,3.31323305281293e-05,33918.565035331
"47917",112,58,77,82,107,110,"v_3272",138,3.31290376014577e-05,39893.2787395659
"673",53,31,33,19,27,48,"v_3791",65,3.31290376014577e-05,5931.8186877158
"1871025",52,25,25,22,31,29,"v_1371",101,3.31279401046843e-05,39248.8609580558
"253237",79,20,34,34,26,34,"v_2915",90,3.31279401046843e-05,9320.33602093063
"60847",162,59,61,89,132,94,"v_4503",168,3.31235508446505e-05,49419.2898804623
"1863",112,69,69,66,75,64,"v_329",99,3.31180659049512e-05,88364.0089322456
"2675054",23,15,13,14,25,17,"v_3837",124,3.3112582781457e-05,53763.221437961
"158189",32,17,26,14,32,27,"v_4332",67,3.3112582781457e-05,22961.5041928258
"375288",116,89,72,75,98,110,"v_4249",126,3.31114863746234e-05,34346.7841155376
"557760",139,57,82,84,93,88,"v_2100",236,3.31103900403947e-05,28407.2933626186
"1305",24,14,8,20,24,20,"v_1121",135,3.31092937787637e-05,188415.575968451
"1197",26,22,20,53,69,26,"v_1444",55,3.31060054293849e-05,10584.2847329498
"2495582",126,75,82,94,114,107,"v_933",150,3.31049094580726e-05,58499.2797212381
"667014",34,8,13,19,25,27,"v_4386",79,3.31049094580726e-05,30106.5205182761
"2636913",50,8,21,34,30,34,"v_895",59,3.3103813559322e-05,15244.1285444664
"2153354",38,24,24,23,20,34,"v_3170",69,3.3103813559322e-05,8544.76674293326
"1549855",104,72,67,76,81,84,"v_2012",194,3.3101621979477e-05,24616.7230519888
"637910",84,61,66,41,55,62,"v_3183",67,3.30994306897921e-05,20679.5531170299
"1184",71,27,34,99,55,35,"v_1411",93,3.30928585611225e-05,4161.47186911684
"665913",147,75,97,74,128,112,"v_3331",223,3.30928585611225e-05,34326.8456478851
"146922",113,69,56,108,69,72,"v_117",90,3.30906684315023e-05,30056.7418971154
"172042",77,38,46,37,53,43,"v_170",77,3.30906684315023e-05,10767.4376135549
"1031538",24,12,14,5,24,20,"v_3516",55,3.30895734753979e-05,96381.7938988586
"312285",150,87,70,80,95,86,"v_716",182,3.30862890418211e-05,36788.5937378424
"47886",56,32,36,38,37,43,"v_3003",157,3.30840997816449e-05,23079.2095278831
"1499308",80,47,71,57,52,60,"v_2080",43,3.30830052601978e-05,12891.9022373297
"1749259",95,49,56,40,67,77,"v_3537",104,3.30819108111685e-05,11709.345292467
"156889",63,32,49,36,63,57,"v_2260",61,3.30797221303341e-05,11186.4500498774
"2638182",23,12,18,21,18,17,"v_1289",85,3.30786278985148e-05,15566.1397487173
"497725",33,19,22,25,21,31,"v_4927",99,3.30775337390844e-05,9215.44485796706
"203122",36,21,20,19,31,19,"v_3715",66,3.30764396520359e-05,35570.5850383815
"40567",88,33,48,71,63,57,"v_665",141,3.30753456373619e-05,13475.2932944222
"218284",49,17,23,31,16,37,"v_834",50,3.30731578251091e-05,17708.7922462118
"763057",67,59,41,39,45,49,"v_1684",45,3.30731578251091e-05,10171.9890295985
"470",98,39,132,62,82,84,"v_3097",84,3.30731578251091e-05,38920.7724836471
"1172565",114,73,68,44,106,73,"v_3372",98,3.30698766493601e-05,8521.10512098499
"1349410",45,19,31,20,29,24,"v_4725",52,3.30665961245949e-05,15951.3069047268
"189425",61,33,92,37,40,57,"v_954",49,3.30633162506199e-05,23447.1288848073
"241421",49,23,21,109,44,32,"v_1457",92,3.30622231038815e-05,5759.17704002583
"2479392",74,38,67,42,46,31,"v_2917",36,3.30622231038815e-05,18920.9806594144
"272131",25,13,12,50,25,28,"v_1425",91,3.30600370272415e-05,6135.72416721774
"318683",157,83,84,72,145,107,"v_2049",230,3.30600370272415e-05,35326.8175175462
"2627139",52,30,29,25,34,23,"v_162",44,3.30589440973255e-05,9570.31749219343
"2640012",94,27,41,119,47,52,"v_1415",111,3.30578512396694e-05,6730.86673467778
"1563",31,22,17,19,25,23,"v_1267",142,3.3055665741108e-05,24927.4564325878
"525903",155,50,68,94,107,103,"v_4351",279,3.3055665741108e-05,49992.5967980619
"187304",107,57,47,40,53,63,"v_1794",104,3.30480187712747e-05,24648.7971219304
"142864",43,30,20,116,60,39,"v_1428",54,3.30447425814553e-05,3093.14616253462
"1616788",53,31,29,44,43,40,"v_943",129,3.30436506625252e-05,12723.5734948115
"260364",74,44,33,50,53,61,"v_3590",57,3.30381921501255e-05,14039.7826327862
"1704307",119,58,82,56,113,123,"v_4123",237,3.30371006640457e-05,36495.1874828146
"83984",25,9,51,12,22,23,"v_4563",57,3.30360092500826e-05,44228.5886453857
"2725560",69,65,39,38,71,62,"v_3202",100,3.30327354408219e-05,15983.3113103722
"261292",82,46,56,34,55,54,"v_2611",82,3.30283713710077e-05,11195.1944144379
"97478",30,12,17,13,27,20,"v_1057",90,3.30272805337209e-05,20439.3217209371
"1702250",74,45,80,20,44,60,"v_2930",45,3.30272805337209e-05,13675.9820791594
"1803865",32,21,19,14,23,28,"v_3832",124,3.30218274279299e-05,27819.2957434175
"494603",72,37,42,110,95,71,"v_1445",73,3.30207370228503e-05,7960.89964073815
"400668",24,15,27,7,24,22,"v_3509",74,3.30174662396408e-05,29680.4973874984
"399742",46,14,45,24,25,29,"v_3145",45,3.30152860774539e-05,25476.3665758927
"2633994",33,22,18,25,18,31,"v_384",79,3.30131062031627e-05,13470.3387765675
"2744519",64,28,35,28,41,31,"v_1671",66,3.30131062031627e-05,21292.4578227217
"2705548",37,21,45,24,32,32,"v_2479",77,3.30098369314056e-05,13361.1831204112
"1052",126,76,90,79,105,118,"v_3422",272,3.30076577766042e-05,52959.6331044028
"69218",105,62,67,59,84,50,"v_3134",69,3.3005478909499e-05,5116.94329977231
"2259672",81,8,11,13,18,20,"v_4456",69,3.30043895838146e-05,17875.3445437293
"876364",98,38,94,60,88,74,"v_2427",80,3.30022111481469e-05,17783.3461543703
"880",45,27,35,26,29,36,"v_3941",91,3.30011220381493e-05,21218.8804716978
"2342",74,34,35,50,51,45,"v_3402",79,3.29978551394159e-05,3355.02401029459
"353800",180,60,83,108,124,118,"v_4553",172,3.29967663169009e-05,101620.269745315
"283168",19,25,24,10,23,26,"v_4257",37,3.29945888874225e-05,29389.5570437529
"69527",144,54,56,62,95,88,"v_4541",191,3.29945888874225e-05,18243.7521561685
"365617",150,56,83,76,106,96,"v_930",257,3.29935002804448e-05,28904.6263980058
"69223",111,0,66,71,94,90,"v_3349",134,3.29924117452986e-05,8164.5949445465
"357804",27,9,12,7,25,19,"v_3657",137,3.29880583228871e-05,194960.039873117
"228410",104,65,72,54,67,69,"v_2613",84,3.2986970146792e-05,25706.3857859794
"2591606",70,51,56,35,58,56,"v_3720",50,3.2986970146792e-05,5889.69977383815
"50340",80,47,70,46,59,51,"v_3013",62,3.29858820424858e-05,13306.1174920125
"914153",51,26,16,27,28,23,"v_3564",68,3.29858820424858e-05,7943.6474411866
"45658",21,15,15,8,19,18,"v_3776",126,3.29804425975397e-05,178832.141251189
"739141",85,51,63,75,104,109,"v_1712",156,3.29793549238177e-05,31154.093070567
"2619948",59,13,30,27,26,36,"v_1290",57,3.29771797915842e-05,9866.75533963737
"545694",131,46,52,73,91,76,"v_4315",236,3.29771797915842e-05,32109.7637963164
"58180",141,63,93,83,127,102,"v_3930",260,3.29760923330585e-05,28160.03157948
"156976",149,77,76,83,72,81,"v_552",110,3.29750049462507e-05,43689.4087171639
"1565",73,28,40,37,49,28,"v_1262",57,3.29750049462507e-05,7391.44961827245
"54308",52,21,14,69,38,28,"v_1470",102,3.29728303877605e-05,5477.78442198571
"1737446",64,53,45,43,59,44,"v_2696",73,3.29684821310827e-05,5048.16535018033
"2715679",52,17,25,27,30,33,"v_4313",166,3.29663084327817e-05,31233.6220436166
"2771360",94,70,67,106,87,94,"v_2426",147,3.29652216911159e-05,17238.1152496402
"844",30,8,13,13,16,15,"v_4015",137,3.29608754408517e-05,66443.1400003604
"70771",20,7,12,19,20,18,"v_4466",83,3.295978905735e-05,108373.427666827
"1553431",49,36,32,24,27,36,"v_2493",44,3.29587027454599e-05,15398.9452143579
"1930593",171,63,94,72,103,96,"v_4135",190,3.29587027454599e-05,31667.5679026912
"41202",99,61,48,68,87,78,"v_3300",81,3.29576165051743e-05,5358.30444865663
"43765",35,15,18,14,16,17,"v_579",115,3.29543582138738e-05,62668.1527467866
"1397108",94,68,62,53,73,81,"v_2116",99,3.29543582138738e-05,37584.5131459306
"2597702",27,23,31,26,30,38,"v_3259",39,3.29500148275067e-05,6245.87687748376
"1298851",45,21,14,34,46,35,"v_4381",146,3.29456725859058e-05,12957.6801840356
"1125",151,67,71,122,102,133,"v_1458",137,3.29413314886188e-05,44902.9884039177
"1935",108,51,62,55,63,56,"v_119",80,3.29369915351932e-05,39796.6331125935
"1712410",55,25,32,28,22,44,"v_1276",96,3.29369915351932e-05,14247.5193804676
"79604",166,82,96,84,122,104,"v_796",206,3.29359067255122e-05,20735.2870972154
"1920883",115,85,81,68,96,101,"v_2182",231,3.29359067255122e-05,35608.0312482294
"2610894",168,62,84,79,97,107,"v_1169",194,3.29348219872872e-05,23605.6428523142
"2527976",179,88,96,88,113,120,"v_4086",176,3.29315682012777e-05,181013.988574055
"1928",51,32,27,30,37,21,"v_124",31,3.29293993677555e-05,7931.65423282864
"370324",174,56,65,84,122,108,"v_4535",247,3.29293993677555e-05,28854.9878308955
"2144175",137,57,90,80,119,93,"v_1338",250,3.2923978533566e-05,27469.6136216647
"1163748",42,29,38,39,48,42,"v_3547",137,3.2923978533566e-05,16325.2761049
