"","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","X1ayWM2CHIPOOB100705.extra.kraken2.report","oAVVM2CHIPOOB051360.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"70799",11,7,4,9,19,35,58,"v_4615",54,3.22258386774516e-05,63685.4647190074
"2591211",0,0,0,6,0,5,1,"v_5486",20,2.21390776860236e-05,63670.6177073768
"54304",13,6,3,31,19,43,29,"v_4627",72,3.23300248941192e-05,63454.989247143
"1637831",5,2,1,17,9,23,14,"v_988",64,3.05819749839445e-05,63437.7843499272
"138851",13,12,3,31,23,49,23,"v_5041",84,3.2298698362456e-05,63372.8734045318
"1580",20,9,5,42,23,60,36,"v_4100",63,3.26669280020907e-05,63137.4935649423
"472759",44,19,17,58,58,105,36,"v_2186",89,3.23404805795414e-05,63057.6159131514
"2704462",179,99,130,405,288,661,421,"v_3939",104,2.65259025438341e-05,62761.1988439233
"2580412",10,10,2,25,18,35,19,"v_2669",69,3.21874597656753e-05,62690.8328058756
"442694",2,1,2,0,12,19,10,"v_6108",28,2.93427230046948e-05,62604.2927229584
"53336",12,2,3,24,15,35,10,"v_2073",44,3.11439160360024e-05,62504.2889246795
"418719",64,51,22,147,100,210,62,"v_2373",88,3.12646553071752e-05,62413.3209271566
"2608982",28,25,14,91,54,124,48,"v_4803",81,3.24601551595417e-05,62359.6745717551
"1982895",0,0,0,6,2,10,1,"v_5589",23,2.43908388009464e-05,62345.5537743249
"310783",112,82,64,255,199,411,158,"v_4555",137,2.92039016412593e-05,62132.7720210366
"2202254",218,151,128,475,350,792,445,"v_4548",173,2.64312523127346e-05,62100.5388191008
"71667",7,15,5,24,19,41,15,"v_4846",47,3.18086392264139e-05,62079.7819587952
"32046",56,27,15,111,85,140,67,"v_4573",89,3.14406086901842e-05,61975.4182031991
"155978",28,8,7,43,37,77,32,"v_4590",66,3.2863386900654e-05,61970.6704641633
"2169613",0,0,0,2,2,4,2,"v_5673",67,2.28169849636069e-05,61770.9056091874
"265959",87,52,52,244,154,301,157,"v_652",148,3.01023479831427e-05,61712.7788855841
"1273541",6,3,0,9,14,21,9,"v_5463",50,3.06710833026623e-05,61711.8142851961
"330734",14,13,3,23,21,50,19,"v_2376",89,3.27342957216275e-05,61534.3220919264
"2650499",167,91,88,362,237,622,287,"v_4581",146,2.767400027674e-05,61496.2349323234
"1074467",0,1,2,5,3,8,5,"v_4140",17,2.55264837268666e-05,61380.6604644788
"2552945",3,3,0,21,8,20,8,"v_2517",34,2.94507436312767e-05,61124.7707588022
"181663",105,72,46,240,164,393,185,"v_2839",149,2.97557056565596e-05,60984.6610792011
"1287055",2,0,2,5,1,5,1,"v_5088",18,2.39446399923377e-05,60935.6061081598
"2546350",5,5,2,13,14,25,11,"v_1819",67,3.131556696834e-05,60928.4986170285
"164393",2,0,0,8,7,19,10,"v_4159",69,2.90739933129815e-05,60917.353368908
"38290",20,5,9,50,33,69,39,"v_3491",48,3.21151005202646e-05,60642.7234826418
"40545",36,24,19,87,72,111,61,"v_1151",96,3.23352518916122e-05,60516.3367860572
"667014",14,9,8,25,27,49,22,"v_5146",52,3.22403843053809e-05,60148.5854489921
"1673428",0,0,0,4,1,7,2,"v_5477",42,2.32320416318186e-05,59954.608842213
"1007676",3,0,0,4,5,8,11,"v_4143",66,2.79080151819603e-05,59850.5737321389
"2483360",45,32,16,48,65,161,67,"v_4564",108,3.22778477131145e-05,59845.3116637611
"2528019",85,36,17,177,99,193,90,"v_4809",94,3.12783460010635e-05,59788.2980099816
"1600",2,0,0,10,7,12,7,"v_4076",59,2.79712455595648e-05,59781.0064795749
"648996",28,16,5,66,44,80,32,"v_5142",84,3.26477309826967e-05,59774.1665577241
"2495582",68,44,35,106,121,213,160,"v_3953",86,3.0410850591491e-05,59518.2857471029
"2766701",16,7,11,32,30,60,25,"v_5036",26,3.15517132580299e-05,59452.8908149156
"40567",27,23,13,76,52,121,59,"v_3650",109,3.26200417536534e-05,59348.3129253392
"401472",65,41,43,173,101,286,134,"v_3457",127,3.02947680935502e-05,59255.467758735
"2026240",11,12,5,40,21,46,17,"v_1807",60,3.2274722437387e-05,59238.0350451034
"1873524",39,31,18,97,73,180,95,"v_5262",89,3.20061451798745e-05,58886.2970383087
"1749259",39,25,20,88,60,127,35,"v_2363",77,3.24054570789721e-05,58472.9400089576
"61646",38,24,17,138,59,134,43,"v_1901",40,3.1511943026407e-05,58382.6284085132
"2638726",12,11,5,30,15,35,17,"v_4534",69,3.21636486443022e-05,58382.3080064061
"2734284",3,0,0,2,1,9,4,"v_5667",47,2.58137793954413e-05,58354.6142539581
"49899",6,2,2,16,13,27,13,"v_5335",77,3.12285303853601e-05,58248.1671618482
"416273",73,44,43,157,128,264,146,"v_5242",123,3.06466441924609e-05,58100.591445876
"45655",30,22,21,54,42,118,56,"v_2843",53,3.2100667693888e-05,58096.5726055757
"123214",4,5,2,16,12,18,16,"v_5140",48,3.07021583617328e-05,58053.4908205181
"1817405",2,0,2,3,7,8,5,"v_4062",24,2.62646425382151e-05,57991.0408945131
"1628059",11,11,3,14,17,28,14,"v_354",67,3.16555872111428e-05,57925.01379575
"1310",1,1,2,7,8,18,13,"v_4208",30,2.88325692702477e-05,57881.8211844885
"1296990",79,43,44,190,111,226,135,"v_651",124,3.04154753938804e-05,57723.6976676558
"2608895",12,3,2,16,9,22,10,"v_4386",62,3.13381385145722e-05,57566.8410550571
"59505",36,27,27,93,72,159,74,"v_3706",87,3.139816006782e-05,57527.75068231
"795750",17,8,3,29,33,39,23,"v_5000",71,3.23289796974008e-05,57518.9991434404
"1769",37,16,19,62,55,99,65,"v_3384",50,3.13705806694482e-05,57497.4454258509
"1922217",11,5,6,44,30,39,12,"v_2036",24,3.08147417724639e-05,57466.9829633906
"57320",41,18,12,84,67,137,50,"v_2809",96,3.26370757180157e-05,57250.6437870063
"29571",83,53,36,217,156,278,110,"v_2234",113,3.06720240468669e-05,57080.4615383676
"1159327",17,10,10,35,26,60,39,"v_3054",54,3.2307046166769e-05,57065.8839940254
"2572577",15,5,4,27,21,42,12,"v_2393",66,3.22050819619336e-05,57050.2199746643
"45634",5,2,0,14,5,17,11,"v_4192",70,2.98151460942159e-05,56998.3081603024
"121292",74,42,36,416,126,313,169,"v_3075",21,2.75595976298746e-05,56956.5308800318
"92828",25,21,15,191,61,108,41,"v_1387",19,3.06419488279455e-05,56864.1436014332
"1182571",174,94,98,327,283,557,328,"v_4552",156,2.750123755569e-05,56848.2109556953
"596153",23,11,6,42,30,54,12,"v_929",70,3.21326435525851e-05,56729.4595310446
"131112",6,3,2,15,8,17,15,"v_3704",93,3.10964612227129e-05,56617.5780661872
"318161",9,6,1,16,9,22,13,"v_2449",66,3.10645832686155e-05,56518.1335935764
"574697",21,13,10,67,25,68,36,"v_4981",47,3.22196088539485e-05,56494.4330312117
"28037",2,1,0,11,3,11,10,"v_4194",62,2.84827252271497e-05,56173.4268744632
"1385592",106,72,69,231,147,400,176,"v_983",145,2.94134949114654e-05,56146.0600230209
"225849",2,3,1,13,9,19,11,"v_2455",59,3.00129055493862e-05,56123.1480003444
"875171",47,38,21,210,87,168,88,"v_533",35,2.97991537040348e-05,56088.8247129798
"2560783",1,0,0,2,4,3,0,"v_5604",30,2.28597554006172e-05,56070.5002458537
"1223571",6,7,5,19,14,38,14,"v_2087",34,3.08746796751984e-05,55984.6238880846
"65555",9,6,4,35,18,43,17,"v_2853",37,3.14159153026923e-05,55846.8242181762
"41675",3,1,0,1,2,6,4,"v_5452",22,2.60091552226384e-05,55845.9306821693
"150120",1,6,1,14,4,14,9,"v_2453",57,2.94585518175926e-05,55823.5437803473
"69014",1,1,0,11,6,16,4,"v_5344",38,2.78512741957945e-05,55640.4094709278
"274",118,80,51,233,186,504,204,"v_4558",146,2.92971611050889e-05,55633.0157485262
"1917421",33,27,8,75,45,107,50,"v_2262",95,3.24865180949906e-05,55285.8195483525
"91994",6,2,1,18,19,25,23,"v_4014",66,3.11662407280434e-05,55247.642678745
"46165",1971,1708,2194,3703,2659,7160,5841,"v_3666",12,1.72819023918153e-05,55240.2893064241
"446679",7,4,2,14,22,37,31,"v_4598",72,3.18420633657061e-05,55154.4166326602
"83219",98,67,51,354,195,349,158,"v_517",81,2.92047545340381e-05,54977.6563787471
"2527994",81,47,28,232,118,286,103,"v_4814",61,3.05978826265222e-05,54919.8631867666
"1727196",42,28,9,100,76,117,70,"v_2535",85,3.23928606135208e-05,54911.9749037639
"880073",76,44,32,147,122,281,83,"v_5178",119,3.10761676870008e-05,54868.3610431089
"493",9,8,3,26,20,29,24,"v_1266",37,3.15347986503106e-05,54703.2553793335
"1636603",2,2,0,7,1,7,2,"v_1679",33,2.55388701603841e-05,54660.5560416035
"1524882",0,0,0,5,3,1,3,"v_5488",30,2.30510349914711e-05,54620.7094021288
"639313",113,81,64,348,183,439,206,"v_3401",166,2.88892098801098e-05,54620.587525996
"1643",9,3,3,23,9,26,15,"v_4064",63,3.14435745055498e-05,54437.0751645175
"157779",45,44,34,149,94,192,100,"v_2249",79,3.10173697270471e-05,54420.9743378846
"111015",190,127,131,555,323,806,397,"v_3675",157,2.65322366675511e-05,54223.4124783118
"1982358",2,0,0,4,2,5,7,"v_5600",49,2.6079699561861e-05,54130.7497570046
"418223",59,46,40,188,105,208,111,"v_233",83,3.05819749839445e-05,54015.9811075537
"38289",89,63,42,205,140,339,148,"v_3455",143,3.008876184745e-05,53969.1847367116
"35760",133,94,65,345,202,491,284,"v_3720",148,2.85379983447961e-05,53916.5328146906
"1307761",20,7,12,44,33,79,36,"v_5060",37,3.14011178797965e-05,53891.1025402346
"105559",24,14,9,40,41,87,28,"v_2187",96,3.30775337390844e-05,53881.4852008245
"2689569",9,0,1,6,14,9,7,"v_2514",41,2.90638532856686e-05,53799.3247490738
"357804",8,4,2,18,12,24,9,"v_2527",55,3.09923758755346e-05,53664.8824257562
"1621989",15,16,3,24,15,61,24,"v_2862",82,3.26840109818277e-05,53617.4313308886
"314285",60,42,28,163,114,222,77,"v_2320",90,3.1306743472544e-05,53608.64072948
"2734274",0,0,0,1,1,2,2,"v_5733",82,2.08389772229979e-05,53600.2492575789
"2187",2,1,1,2,4,10,4,"v_5384",27,2.76349969601503e-05,53505.5497942452
"1335613",87,61,44,183,145,380,155,"v_3776",151,3.00498828054571e-05,53473.2889547775
"1702250",39,11,9,80,56,82,43,"v_1479",58,3.18329407270644e-05,53426.7490641584
"571177",177,144,126,412,318,669,279,"v_2835",167,2.72910867310736e-05,53398.3159614669
"1769779",88,71,58,228,158,318,122,"v_2312",116,2.97203316789015e-05,53299.2067876064
"381764",1,3,0,7,3,5,4,"v_5116",48,2.6621233095517e-05,53195.9748022113
"1671721",22,14,11,62,56,74,34,"v_2366",67,3.28644669383463e-05,53133.2415101709
"300876",4,5,1,7,5,13,5,"v_2581",60,2.9216700265872e-05,52986.0067314835
"65123",0,0,0,3,1,4,0,"v_4678",50,2.07348428298914e-05,52929.1388002689
"206506",112,85,68,315,249,321,177,"v_1123",57,2.82797432199316e-05,52840.1290525125
"2702",2,4,2,13,3,12,9,"v_3744",48,2.90301042180741e-05,52725.1688716599
"239935",146,91,68,377,221,466,218,"v_4833",151,2.87869192239047e-05,52706.3048242916
"44742",95,77,77,235,191,441,145,"v_2800",128,2.93401402458704e-05,52665.8469271253
"2614693",20,15,4,49,44,53,16,"v_2278",68,3.21626141772803e-05,52622.0099467795
"660522",96,61,45,205,150,342,179,"v_5227",147,2.98828591919675e-05,52598.3641069464
"735",2,1,1,8,4,8,5,"v_2735",42,2.7897893709025e-05,52594.478168009
"265960",53,53,42,164,113,213,98,"v_654",98,3.08651501589555e-05,52583.1805474221
"392416",1,0,0,4,1,6,3,"v_4142",47,2.41820424153024e-05,52429.50653104
"2571750",2,0,0,6,2,9,11,"v_4256",61,2.76671093404161e-05,52396.1872689798
"1392005",19,12,9,75,60,62,27,"v_888",19,3.09846935613807e-05,52301.7218457375
"2686358",2,2,1,9,9,12,6,"v_2399",44,2.92047545340381e-05,52192.3977169093
"292800",178,105,71,314,248,559,236,"v_4294",153,2.85396272724678e-05,52180.0768199284
"1667327",0,2,1,5,3,14,5,"v_1804",42,2.76923928996705e-05,52150.51643305
"444597",235,137,134,703,367,869,488,"v_3344",176,2.58177781220148e-05,52112.2671745587
"1134687",48,35,26,117,106,188,98,"v_1805",141,3.16585937252667e-05,52092.8846905068
"2619029",56,36,15,156,90,217,112,"v_4583",98,3.13136057617035e-05,52090.3700632006
"1346",2,0,0,3,7,4,5,"v_4223",36,2.61560996024273e-05,52082.4255370995
"150123",102,64,68,345,165,375,212,"v_3035",68,2.83326250177079e-05,52062.7303224437
"665571",38,30,20,64,59,160,54,"v_5054",102,3.23519896473633e-05,52030.7254401101
"1048396",100,69,70,251,160,398,196,"v_5225",145,2.93091825668982e-05,51930.3473597289
"1364",2,1,0,3,4,3,0,"v_4238",22,2.41446748919526e-05,51876.1827372019
"2599296",97,53,48,365,158,303,151,"v_593",43,2.83358363322093e-05,51744.4176212636
"427923",102,67,51,227,162,401,183,"v_2850",148,2.97459694211434e-05,51655.5297879858
"1516059",62,42,35,169,100,263,90,"v_2308",90,3.10742363506417e-05,51641.2935281147
"169765",166,116,94,445,271,675,408,"v_3377",152,2.70262965865787e-05,51623.3145913965
"1464",20,14,9,41,31,58,96,"v_3972",58,3.22768058872894e-05,51600.7790607562
"1118153",17,14,5,79,29,70,28,"v_2218",40,3.20420391553718e-05,51596.3003077496
"2153354",12,7,11,30,21,36,17,"v_1809",27,3.04599451720987e-05,51586.3644932696
"174633",26,13,9,43,37,94,41,"v_4822",54,3.29760923330585e-05,51565.1580460831
"1940790",8,2,3,21,15,46,20,"v_4820",65,3.15030085373153e-05,51506.257405744
"1570",10,6,6,21,14,38,60,"v_3886",53,3.17289082082686e-05,51418.8792240397
"1714845",5,0,0,13,8,12,5,"v_2378",46,2.83270069684437e-05,51332.3213277347
"1482",11,8,4,16,20,42,88,"v_3871",51,3.21120066792974e-05,51331.956132921
"204040",18,9,5,38,29,43,16,"v_2083",58,3.20512820512821e-05,51321.9837091381
"79604",49,33,31,124,94,202,70,"v_3782",91,3.15387769262308e-05,51086.3996884244
"488732",80,54,47,219,133,255,146,"v_956",126,3.04136253041363e-05,51074.5681749475
"1537400",76,54,30,197,156,214,120,"v_1231",101,3.06344392365898e-05,51020.8151506425
"1909699",29,25,18,48,65,127,44,"v_2849",73,3.23519896473633e-05,51013.8832335932
"2587597",7,1,1,5,20,16,6,"v_1543",43,3.00426605780208e-05,50985.3438803442
"35755",7,4,0,10,3,14,7,"v_3506",47,2.93892905425263e-05,50969.1232752432
"55213",36,20,14,75,57,106,41,"v_2108",112,3.27471591839408e-05,50905.2014136729
"523850",2,1,1,15,5,17,10,"v_5336",73,2.92073135113032e-05,50862.1551565678
"45668",12,5,8,16,26,34,46,"v_3888",16,3.09750960227977e-05,50829.4344824839
"1389005",40,35,17,132,65,118,50,"v_513",61,3.1380424890953e-05,50819.7180898015
"277988",9,2,3,14,21,28,10,"v_5337",46,3.09520861706079e-05,50768.6318666731
"1623",5,2,4,18,13,25,27,"v_4147",37,3.05511426127337e-05,50763.3969936452
"1526571",22,14,12,54,36,66,36,"v_2402",78,3.28504319831806e-05,50741.2695045666
"164451",3,0,0,4,4,4,2,"v_5430",39,2.50934731876239e-05,50642.240076106
"228410",41,25,12,73,133,125,54,"v_1159",87,3.20636142105938e-05,50625.7857520075
"380749",2,0,1,6,2,9,3,"v_5137",28,2.616773518252e-05,50506.8679174692
"2201166",0,0,0,4,3,5,1,"v_5619",41,2.29489386115892e-05,50422.3055198303
"2773454",10,3,0,12,13,15,9,"v_2273",43,3.01923251109568e-05,50395.920495625
"264686",11,5,1,24,20,54,43,"v_4595",68,3.21708917771201e-05,50238.4078100987
"1725232",15,25,18,49,35,83,45,"v_2803",52,3.13136057617035e-05,50144.0030328016
"1141660",4,1,0,8,9,8,9,"v_2126",50,2.87315040942393e-05,50123.6536852795
"120",68,39,21,153,97,204,87,"v_4810",123,3.15308213778969e-05,50112.6905716623
"54254",3,1,3,8,4,10,12,"v_5458",35,2.81840985316085e-05,50065.7659690146
"114529",10,14,11,31,44,74,47,"v_5232",46,3.22591051324236e-05,49993.593991586
"519081",52,34,19,165,97,193,74,"v_1232",76,3.11740133424777e-05,49898.9655388479
"156889",44,27,13,69,58,104,42,"v_780",82,3.25150382051699e-05,49852.6589703679
"1296669",402,309,220,1689,933,1072,640,"v_1145",73,2.32137053716514e-05,49822.3877627578
"1839801",80,37,26,137,128,242,134,"v_4663",82,3.04905936518584e-05,49782.6625087543
"398580",275,159,127,793,457,770,367,"v_569",144,2.60084787640771e-05,49751.7640610569
"326523",21,18,7,49,30,60,15,"v_1257",71,3.24096580781073e-05,49682.3323228819
"585455",44,40,17,114,87,178,77,"v_2196",118,3.17631737763237e-05,49616.6441679207
"38294",4,0,0,3,2,4,3,"v_2618",37,2.5197167838335e-05,49440.402487821
"1610493",225,132,117,608,353,826,384,"v_3561",154,2.65604249667995e-05,49291.3340308479
"34053",0,0,0,3,2,5,1,"v_1980",56,2.27671151788357e-05,49261.1307070052
"1249552",34,27,18,111,53,139,54,"v_2707",39,3.14139415072409e-05,49258.3975291087
"199",16,20,9,38,37,67,24,"v_2866",60,3.24306794227339e-05,49217.0950645746
"1628392",67,48,28,162,110,234,97,"v_2283",129,3.12187812187812e-05,49205.6929797264
"395631",1,1,0,7,3,11,3,"v_1914",33,2.62253809236579e-05,49136.7876850267
"891968",13,9,7,43,28,54,32,"v_5096",51,3.235617679415e-05,49072.273556154
"930806",73,45,27,190,131,248,82,"v_2317",110,3.11138767890479e-05,49043.5938179458
"1765219",41,32,29,97,69,161,73,"v_3735",84,3.12940071976217e-05,49023.3214671509
"2620628",2,1,1,12,5,11,7,"v_5433",63,2.85111478588128e-05,48990.4614048639
"44935",14,8,6,41,23,39,20,"v_2238",75,3.24222676133969e-05,48988.3577127343
"1331910",98,62,58,302,171,433,163,"v_4788",126,2.96894483700493e-05,48959.2500727626
"502",29,32,13,92,62,106,56,"v_1279",82,3.23865660524015e-05,48931.4419117762
"260714",1,0,1,3,8,1,2,"v_2889",9,2.35776766557423e-05,48888.8464430607
"2815305",9,3,1,22,15,37,27,"v_4013",68,3.15179021684317e-05,48882.4268166506
"2714855",5,2,1,13,8,15,13,"v_2949",75,3.01486327595044e-05,48793.1866315328
"1560339",4,1,1,12,4,12,5,"v_1774",31,2.85771440002286e-05,48738.8500983241
"1838062",0,0,0,4,2,4,0,"v_5493",40,2.18421684904877e-05,48712.161416125
"2163016",1,0,0,2,1,6,3,"v_2577",55,2.40789790512882e-05,48630.2003352268
"10397",2,4,4,6,4,9,5,"v_5935",37,2.77192593413904e-05,48542.0798177788
"2734243",0,0,2,2,2,11,2,"v_5681",23,2.43854857588763e-05,48494.436129205
"1589748",0,0,0,1,2,4,2,"v_5539",65,2.2365860750151e-05,48469.4354146313
"119484",200,130,95,436,318,735,339,"v_2856",151,2.71790829777403e-05,48424.5274365832
"1138822",1,0,2,8,4,7,6,"v_4127",31,2.63074818478375e-05,48323.1722604018
"210",36,17,12,60,43,117,51,"v_2909",79,3.25563224378174e-05,48290.2567187535
"395922",52,33,26,105,93,167,62,"v_4828",118,3.18451054072989e-05,48279.5007737516
"29549",854,523,445,1497,1312,2726,1122,"v_4991",54,2.15150928376256e-05,48225.3963710166
"2774055",15,11,7,62,36,88,46,"v_1904",50,3.25086960762004e-05,48128.8773100089
"2654218",135,95,83,336,304,414,204,"v_1216",83,2.80583613916947e-05,48098.0982420658
"1658672",215,117,88,540,544,498,262,"v_926",55,2.64459312934705e-05,48009.5270949874
"539813",1,0,0,3,2,6,3,"v_1789",45,2.449959575667e-05,47984.0891590285
"2629769",129,74,65,358,186,401,224,"v_3101",114,2.86985220261157e-05,47921.6376173874
"189834",3,1,0,9,1,6,1,"v_2724",19,2.50802568218299e-05,47887.3136371675
"29311",102,69,60,204,160,290,242,"v_3381",86,2.89176137185159e-05,47845.307673598
"2562660",3,5,3,9,9,17,11,"v_5593",51,3.03453298537355e-05,47785.6355876286
"69539",11,3,3,13,14,19,17,"v_2529",47,3.11536184927879e-05,47780.4829235709
"2587853",57,39,23,213,104,230,100,"v_555",56,3.05744947564741e-05,47686.1961685154
"2257",38,27,28,113,85,183,107,"v_5243",74,3.13430496787337e-05,47632.2987846269
"2661612",50,22,20,104,80,172,83,"v_2808",65,3.17309217832778e-05,47624.6117958129
"134875",83,49,42,399,172,222,81,"v_1359",42,2.77184910053497e-05,47618.1510696352
"1599",4,2,3,13,10,18,23,"v_4158",34,2.97876143099699e-05,47585.1763797677
"1538553",61,68,33,144,134,227,77,"v_2539",117,3.09578354281469e-05,47542.4087252345
"45498",0,1,1,8,4,7,3,"v_2916",19,2.52219531880549e-05,47532.7635556639
"1209493",58,46,20,128,88,228,97,"v_4584",111,3.12256049960968e-05,47234.9488730689
"754066",2,0,0,3,1,4,1,"v_5497",51,2.3178193955127e-05,47231.75855211
"159743",11,5,8,34,29,55,43,"v_3976",37,3.1661600810537e-05,47169.7266176709
"419610",57,42,26,491,118,227,134,"v_237",19,2.8291744468964e-05,47165.5999918949
"2528020",45,37,17,86,69,153,63,"v_4817",115,3.22570239669688e-05,47152.5688869795
"1660083",8,2,0,16,14,22,9,"v_5032",70,3.07616586686354e-05,47095.9370101889
"1314866",0,1,0,2,3,7,1,"v_2488",41,2.42972033918896e-05,47081.6946433417
"641147",4,2,1,15,6,12,9,"v_1285",47,2.9262012055949e-05,46897.213891928
"1178482",85,48,31,219,136,243,114,"v_2233",99,3.07948141532966e-05,46851.3951363285
"523791",5,4,1,20,14,25,9,"v_2290",35,3.07967109112747e-05,46747.5451809637
"75588",50,10,8,73,47,71,25,"v_1579",66,3.17672098859557e-05,46695.4601789953
"2604941",24,9,6,39,27,49,22,"v_1500",78,3.2499187520312e-05,46570.6882056978
"1424653",6,1,3,5,10,24,10,"v_2946",45,3.02398016269013e-05,46404.5791929103
"93219",186,145,129,560,423,616,278,"v_1056",101,2.63894020161503e-05,46374.7983641823
"84564",4,1,2,17,7,24,10,"v_1917",50,2.98873247855584e-05,46322.0004307487
"2560848",0,0,0,3,1,2,0,"v_5611",65,1.97448959443984e-05,46292.5889035725
"2587858",2,4,3,18,4,16,7,"v_552",28,2.86861732644865e-05,46260.5693732739
"318683",58,33,27,155,86,165,88,"v_680",97,3.13922461152095e-05,46260.3657012245
"1930557",2,0,0,6,2,5,5,"v_2421",38,2.52582657674724e-05,46179.4059019527
"277",118,81,81,207,192,393,180,"v_4567",128,2.90832945556073e-05,46179.2135970076
"1441457",10,5,4,17,14,27,11,"v_2277",40,3.13784555524177e-05,46123.3210330185
"5873",22,20,22,74,50,135,70,"v_5205",47,3.11322810622334e-05,46001.2880065762
"35701",140,77,82,291,223,410,262,"v_4433",104,2.78590332915448e-05,45979.4504519279
"469617",2,1,0,2,2,7,7,"v_5162",40,2.6875940657923e-05,45955.4144195181
"10257",8,6,5,10,9,44,19,"v_5980",41,3.15497223624432e-05,45948.9606150913
"2485839",1,0,0,4,2,4,1,"v_1960",47,2.30696472650933e-05,45915.5749292809
"1248439",0,0,2,7,0,7,3,"v_750",25,2.4116724948752e-05,45883.2523640805
"2622527",4,2,2,9,4,15,11,"v_4469",33,2.95866741619575e-05,45739.7142192142
"48074",57,35,27,166,101,245,67,"v_2314",88,3.13008639038437e-05,45649.9890654603
"1259973",9,2,1,18,12,24,8,"v_1866",63,3.08166409861325e-05,45620.8248360241
"519450",0,0,0,3,0,2,3,"v_4683",43,2.12919984669761e-05,45588.4503054748
"38313",32,31,16,94,71,116,57,"v_2431",85,3.23373431638857e-05,45572.0365322282
"92645",214,136,107,944,410,584,282,"v_821",70,2.54071495718895e-05,45541.7276790671
"1960083",70,35,28,175,104,256,118,"v_3683",80,3.06466441924609e-05,45464.3427317962
"108150",1,0,0,1,0,4,2,"v_4454",47,2.20512028931178e-05,45409.1737239578
"2823875",80,21,21,119,80,132,58,"v_1468",92,3.14435745055498e-05,45274.4351145636
"1582",2,9,4,13,12,32,13,"v_4107",46,3.09894945613437e-05,45244.5073746404
"83564",169,114,82,352,291,543,248,"v_2836",163,2.79665520038035e-05,45194.3705258124
"402882",2,0,0,4,3,2,3,"v_2433",34,2.38606537819136e-05,45165.7594596272
"354",396,138,93,549,489,835,290,"v_1662",53,2.56049161438996e-05,45109.9671878357
"714",11,13,8,17,26,56,18,"v_2747",41,3.16515794138128e-05,45081.846904432
"1173032",22,11,10,59,33,79,48,"v_4588",57,3.24738585438722e-05,45049.5099870249
"2507935",14,5,8,38,29,66,54,"v_3991",40,3.13745176167916e-05,45005.1441365467
"58231",8,7,4,13,11,32,17,"v_5049",55,3.16395621084604e-05,44957.7057096152
"449",4,5,2,13,12,34,10,"v_2654",62,3.13518936543767e-05,44956.7657297108
"28173",11,6,6,43,21,51,26,"v_2582",25,3.15836017939486e-05,44839.63474549
"351091",55,25,18,100,57,160,72,"v_4298",85,3.23572237502022e-05,44839.3444802566
"488446",45,38,38,91,78,151,85,"v_958",68,3.06278713629403e-05,44819.1526954065
"119603",10,6,5,13,18,31,31,"v_4193",66,3.2249742002064e-05,44814.3008365016
"2321115",1,0,2,10,3,11,9,"v_2900",35,2.70292185852907e-05,44740.1325068366
"58346",151,106,103,352,220,577,312,"v_3283",165,2.75656752212145e-05,44704.3898574103
"868864",12,9,4,21,28,43,13,"v_5143",59,3.22455823552173e-05,44684.6525054537
"1007869",2,0,0,7,1,16,4,"v_5739",37,2.6796720081462e-05,44645.8950883145
"2734218",1,0,0,2,4,2,0,"v_5671",21,2.22583301800699e-05,44622.6727337821
"421628",118,70,54,288,185,358,147,"v_2175",120,2.9631385563589e-05,44610.9584771674
"2751313",13,3,2,34,13,36,22,"v_4485",61,3.15427562060373e-05,44448.5496633617
"43988",28,20,15,52,45,93,97,"v_4631",63,3.180358108323e-05,44433.6151863631
"46677",134,44,35,213,143,218,92,"v_1627",75,2.920134326179e-05,44405.6684406455
"2692119",107,72,53,280,177,359,187,"v_3700",147,2.96076980014804e-05,44345.7695085788
