"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"353800",4.08341167269858e-05,4.01737514751299e-05,3.78505740445096e-05,6.89356735917398e-05,4.63165478732985e-05,4.77220877706406e-05,"v_5285",66,3.18461195503328e-05,24941.6883657713
"234267",0.000758981952208105,0.000832887954689747,0.00134369537858009,0.00115682677246138,0.00111417029050768,0.00140603410450165,"v_5022",25,2.01795984259913e-05,24937.8328050093
"391626",3.81710221578345e-05,2.65433715103537e-05,4.46096051238863e-05,4.68547156443856e-05,3.73105524534905e-05,2.96053692651196e-05,"v_579",51,3.252878797736e-05,24927.3949645675
"2233851",0.000475362380593497,0.000479932852443963,0.000705642844686928,0.000636308580848754,0.00061755397164398,0.000631433920594865,"v_198",116,2.26978686701319e-05,24869.2611491369
"1382",3.10694366400979e-06,5.73910735358999e-06,1.35180621587534e-06,2.69279974967734e-06,2.57314154851658e-06,1.76748473224595e-06,"v_3791",20,2.858041098631e-05,24855.7098278956
"28187",1.77539637943416e-06,4.30433051519249e-06,4.05541864762603e-06,5.11631952438694e-06,9.00599541980804e-06,6.6280677459223e-06,"v_4481",25,3.0071570337403e-05,24852.5793165076
"334542",3.68394748732589e-05,3.08477020255462e-05,3.78505740445096e-05,4.4431195869676e-05,2.1871703162391e-05,2.96053692651196e-05,"v_3413",42,3.11691550042078e-05,24786.6725088336
"2593292",3.72833239681174e-05,3.44346441215399e-05,1.08144497270027e-05,2.36966377971605e-05,1.41522785168412e-05,1.50236202240906e-05,"v_4587",27,3.27385824193812e-05,24729.2435757767
"1064539",0.000138924766690723,0.000127695138617377,0.000168975776984418,0.000156990225406189,0.000122224223554538,0.000136096324382938,"v_618",161,2.90951411114344e-05,24716.8108150201
"2261",1.33154728457562e-06,0,1.35180621587534e-06,2.69279974967734e-06,0,1.32561354918446e-06,"v_5355",36,2.63261813873898e-05,24661.6014838906
"2643768",9.32083099202936e-05,8.53692218846511e-05,9.46264351112739e-05,0.000146488306382447,0.000132516789748604,0.000124165802440278,"v_5259",115,2.95482079011908e-05,24626.7603566428
"1208342",5.23741931933078e-05,4.44780819903224e-05,4.05541864762603e-05,3.90455963703214e-05,3.85971232277488e-05,1.6349233773275e-05,"v_413",69,3.23164426059979e-05,24618.7999356323
"61435",1.73101146994831e-05,2.36738178335587e-05,1.35180621587534e-05,1.6156798498064e-05,1.54388492910995e-05,1.41398778579676e-05,"v_4665",26,3.26094045522729e-05,24571.748174685
"537",2.88501911658052e-05,1.00434378687825e-05,1.89252870222548e-05,1.34639987483867e-05,7.71942464554975e-06,8.83742366122974e-06,"v_1227",40,3.34012492067203e-05,24566.5750259622
"102862",3.55079275886833e-06,7.17388419198749e-07,1.35180621587534e-06,8.07839924903201e-07,2.57314154851658e-06,1.32561354918446e-06,"v_2137",10,2.53671900763552e-05,24559.2429003803
"187880",3.55079275886833e-06,5.73910735358999e-06,1.35180621587534e-06,3.2313596996128e-06,3.85971232277488e-06,3.09309828143041e-06,"v_5343",27,2.8725726760887e-05,24542.8789178747
"298386",6.65773642287811e-06,5.02171893439124e-06,2.70361243175068e-06,7.27055932412881e-06,6.43285387129146e-06,3.09309828143041e-06,"v_2620",25,3.12314563228083e-05,24519.9608661663
"1492",5.32618913830249e-06,3.58694209599374e-06,5.40722486350137e-06,9.96335907380614e-06,1.02925661940663e-05,6.18619656286082e-06,"v_4319",15,2.96647878967665e-05,24515.4356846761
"162027",0.00187836936944134,0.00243409890634135,0.0018911768960096,0.00187149582602575,0.0014435324087178,0.00141840649762737,"v_2789",3,1.80995475113122e-05,24500.8900703933
"2748",5.32618913830249e-06,2.869553676795e-06,4.05541864762603e-06,3.2313596996128e-06,2.57314154851658e-06,1.01630372104142e-05,"v_4269",43,3.16375601113642e-05,24477.9359289403
"2653932",1.37593219406148e-05,1.57825452223725e-05,1.35180621587534e-05,9.96335907380614e-06,6.43285387129146e-06,7.51181011204528e-06,"v_1842",71,3.34918614776609e-05,24475.3154010434
"2608920",2.2192454742927e-06,2.15216525759625e-06,4.05541864762603e-06,3.50063967458054e-06,1.28657077425829e-06,5.30245419673784e-06,"v_4307",55,3.03886711034126e-05,24468.8527699223
"102116",5.32618913830249e-06,3.58694209599374e-06,1.35180621587534e-06,3.50063967458054e-06,5.14628309703317e-06,6.18619656286082e-06,"v_4646",23,2.93711633917819e-05,24457.9129107504
"2492396",8.43313280231228e-06,1.00434378687825e-05,1.08144497270027e-05,1.26561588234835e-05,2.31582739366493e-05,8.83742366122974e-06,"v_1848",8,2.93349760919945e-05,24423.0717236081
"930169",6.34704205647713e-05,6.16954040510924e-05,9.46264351112739e-05,8.67081519396102e-05,5.53225432931066e-05,6.49550639100386e-05,"v_2259",120,3.15925820617319e-05,24417.0990736899
"1768108",0.000198400545401768,0.000182934046895681,0.000210881769676553,0.000261470855693669,0.000205851323881327,0.000202377001842161,"v_4546",183,2.73089737287673e-05,24416.83782862
"89152",2.66309456915124e-06,3.58694209599374e-06,4.05541864762603e-06,5.92415944929014e-06,0,4.86058301367635e-06,"v_4428",39,3.09367652518253e-05,24403.1997861589
"300028",0.000160229523243933,0.000195847038441258,0.000233862475346434,0.000260393735793798,0.00021099760697836,0.000209888811954206,"v_3409",150,2.70643319169666e-05,24394.915989797
"33847",2.79624929760881e-05,2.0086875737565e-05,2.83879305333822e-05,3.52756767207731e-05,1.80119908396161e-05,4.15358912077798e-05,"v_5208",57,3.35784560625902e-05,24394.8448419494
"349968",1.33154728457562e-06,2.15216525759625e-06,0,8.07839924903201e-07,0,1.76748473224595e-06,"v_1994",33,2.53478999264911e-05,24389.3837086806
"1055688",0.0042769298780569,0.00436243897714759,0.00312943138975142,0.00271514998759966,0.00210868949900934,0.00206618965199551,"v_2786",4,1.63797480794745e-05,24388.597833573
"2593655",7.10158551773665e-06,4.30433051519249e-06,4.05541864762603e-06,6.4627193992256e-06,5.14628309703317e-06,6.18619656286082e-06,"v_2411",25,3.17299149638279e-05,24379.3296696701
"1795043",7.01281569876495e-05,5.52389082783037e-05,5.67758610667644e-05,6.058799436774e-05,5.274940174459e-05,4.50708606722717e-05,"v_971",86,3.25881509483152e-05,24371.9086439133
"2642494",0.00212958795713128,0.00223968664473849,0.00214396465837829,0.00211250140362187,0.00378251807631938,0.00452343530100044,"v_3359",4,1.63454780235048e-05,24371.5
"114880",8.87698189717082e-07,7.17388419198749e-07,0,8.07839924903201e-07,0,4.41871183061487e-07,"v_4704",42,2.31229911901404e-05,24371.3969706389
"1747",5.37057404778834e-05,7.38910071774711e-05,0.000125717978076407,6.38193540673528e-05,0.000120937652780279,0.000511686829985202,"v_3576",2,2.24335965541996e-05,24368
"1671680",0.000123833897465533,0.000135586411228564,0.000155457714825664,0.000191727342177026,0.000138949643619896,0.000154213042888459,"v_3005",136,2.8515212866064e-05,24358.4653186139
"2211210",0.000112737670094069,0.000134869022809365,0.000175734808063794,0.00017583982365393,0.000138949643619896,0.000158631754719074,"v_3067",136,2.8515212866064e-05,24358.4653186139
"2749999",7.01281569876495e-05,8.75213871422474e-05,4.86650237715123e-05,6.1665114267611e-05,4.24568355505236e-05,4.10940200247183e-05,"v_1455",76,3.13234142521535e-05,24346.5668460449
"161154",1.15400764663221e-05,1.57825452223725e-05,2.43325118857562e-05,2.12731180224509e-05,1.15791369683246e-05,1.28142643087831e-05,"v_4456",66,3.42348510783978e-05,24343.7460921617
"2247",5.32618913830249e-05,5.95432387934962e-05,5.00168299873876e-05,7.99761525654169e-05,5.91822556158814e-05,7.02575181067764e-05,"v_5220",74,3.11817898347365e-05,24336.9551004284
"999552",8.65505734974155e-05,7.03040650814774e-05,8.65155978160219e-05,0.000101249270587868,6.56151094871729e-05,7.95368129510676e-05,"v_548",31,2.963841138115e-05,24332.5503155768
"63561",9.85344990585961e-05,9.54126597534336e-05,0.000148698683746288,0.000137063507258576,0.000118364511231763,9.9862887371896e-05,"v_2795",124,2.99248885297902e-05,24326.1403462052
"584708",6.52458169442055e-05,7.53257840158686e-05,7.02939232255178e-05,9.8017910888255e-05,6.69016802614312e-05,8.13042976833136e-05,"v_5093",103,3.09492123425459e-05,24322.3520652011
"885581",3.55079275886833e-06,7.17388419198749e-06,5.40722486350137e-06,8.34767922399974e-06,7.71942464554975e-06,1.23723931257216e-05,"v_4365",32,3.21285140562249e-05,24260.6918252952
"1078471",0.000215710660101251,0.000210194806825233,0.000263602212095692,0.000315326850687216,0.000229009597817976,0.000241703537134633,"v_3138",56,2.587723838112e-05,24245.4372387518
"2644672",1.02085291817464e-05,1.50651568031737e-05,2.97397367492575e-05,2.15423979974187e-05,7.71942464554975e-06,1.6349233773275e-05,"v_5291",71,3.38994542187871e-05,24244.3062715601
"1235834",1.33154728457562e-06,1.4347768383975e-06,4.05541864762603e-06,2.69279974967734e-06,1.28657077425829e-06,4.86058301367635e-06,"v_1854",43,2.95333727111636e-05,24244.1481850268
"1091494",2.57432475017954e-05,2.08042641567637e-05,4.05541864762603e-05,1.77724783478704e-05,1.28657077425829e-05,1.19305219426601e-05,"v_2546",58,3.34739238133494e-05,24243.0803835526
"1235990",2.66309456915124e-06,2.869553676795e-06,5.40722486350137e-06,3.76991964954827e-06,1.28657077425829e-06,2.20935591530743e-06,"v_2026",53,2.98498552282021e-05,24242.7019785283
"83262",8.43313280231228e-05,8.68039987230486e-05,0.000104089078622401,0.000114713269336254,0.000109358515811955,9.45604331751582e-05,"v_3393",117,3.02516940948693e-05,24224.4725024331
"458197",1.33154728457562e-06,7.17388419198749e-07,2.70361243175068e-06,2.15423979974187e-06,0,4.41871183061487e-07,"v_1975",38,2.61999580800671e-05,24217.8326106225
"2419772",1.33154728457562e-06,0,0,5.38559949935467e-07,1.28657077425829e-06,2.65122709836892e-06,"v_4175",15,2.44899958367007e-05,24217.4805189399
"1721",5.32618913830249e-06,5.02171893439124e-06,2.70361243175068e-06,8.88623917393521e-06,0,6.18619656286082e-06,"v_3500",29,3.18400356608399e-05,24211.0696174198
"1749",0.00016733110876167,0.000153521121708532,0.000220344413187681,0.000257431656069153,0.000183979620718936,0.00020502822894053,"v_3568",147,2.74989687886704e-05,24202.9995774599
"628",5.77003823316103e-06,5.73910735358999e-06,5.40722486350137e-06,5.6548794743224e-06,9.00599541980804e-06,5.74432537979933e-06,"v_2140",18,2.99410161980898e-05,24187.4452939871
"395494",0.000117176161042655,4.08911398943287e-05,5.67758610667644e-05,5.43945549434822e-05,3.47374109049739e-05,4.81639589537021e-05,"v_1190",62,3.22997416020672e-05,24178.2281268932
"118117",4.43849094858541e-07,0,0,1.07711989987093e-06,0,0,"v_2070",53,2.03355363497712e-05,24157.958814397
"1109716",4.43849094858541e-07,0,0,1.07711989987093e-06,0,0,"v_5736",53,2.03355363497712e-05,24157.958814397
"1432656",7.10158551773665e-06,4.30433051519249e-06,0,5.38559949935467e-06,3.85971232277488e-06,4.86058301367635e-06,"v_5334",48,3.14001318805539e-05,24098.2747070523
"553239",3.55079275886833e-06,4.30433051519249e-06,1.62216745905041e-05,6.4627193992256e-06,2.57314154851658e-06,3.09309828143041e-06,"v_2593",42,3.19468404574788e-05,24064.2339994024
"1573719",4.57164567704297e-05,5.45215198591049e-05,3.37951553968835e-05,3.52756767207731e-05,2.70179862594241e-05,2.34191727022588e-05,"v_1471",78,3.24380433372259e-05,24052.8341621173
"1443036",4.43849094858541e-07,7.17388419198749e-07,0,1.07711989987093e-06,0,4.41871183061487e-07,"v_2768",52,2.22741953446932e-05,24033.3205110498
"2562661",7.98928370745374e-06,9.32604944958374e-06,8.11083729525205e-06,1.10404789736771e-05,6.43285387129146e-06,6.6280677459223e-06,"v_5569",57,3.36236172287415e-05,24025.8246946688
"76887",2.2192454742927e-06,1.4347768383975e-06,0,1.07711989987093e-06,0,1.32561354918446e-06,"v_5431",31,2.56219734043916e-05,24014.2919699294
"69525",6.39142696596299e-05,6.31301808894899e-05,7.29975356572685e-05,9.47865511886422e-05,5.66091140673648e-05,8.39555247816825e-05,"v_5271",118,3.147128245476e-05,24011.5204619953
"2488665",3.7727173062976e-05,3.87389746367324e-05,5.00168299873876e-05,6.08572743427078e-05,4.88896894218151e-05,3.88846641094108e-05,"v_2361",96,3.25934617515726e-05,23964.2048685635
"179879",0.00016111722143365,0.000161412394319718,0.000196011901301925,0.000211115500374703,0.000198131899235777,0.000193539578180931,"v_947",150,2.747856671796e-05,23937.1364075727
"637389",9.7646800868879e-06,7.89127261118624e-06,1.08144497270027e-05,1.23868788485157e-05,2.57314154851658e-06,5.74432537979933e-06,"v_2950",68,3.33733813910025e-05,23932.2020453802
"345632",0.00020994062186809,0.000226694740466805,0.000250084149936938,0.000269279974967734,0.00014280935594267,0.000213423781418698,"v_2821",133,2.72910867310736e-05,23930.2897368361
"2643510",1.33154728457562e-06,2.15216525759625e-06,0,3.2313596996128e-06,3.85971232277488e-06,4.41871183061487e-06,"v_4237",32,2.77315585135885e-05,23918.8375170429
"2666185",0.000125165444750109,0.000110477816556607,0.000151402296178038,0.000138140627158447,7.59076756812392e-05,8.39555247816825e-05,"v_2169",119,3.00462712577369e-05,23914.728165673
"1622",2.66309456915124e-06,2.869553676795e-06,4.05541864762603e-06,1.6156798498064e-06,0,2.65122709836892e-06,"v_4149",36,2.84357494241761e-05,23905.745697401
"2643326",4.88234004344395e-06,4.30433051519249e-06,1.35180621587534e-05,5.6548794743224e-06,6.43285387129146e-06,1.10467795765372e-05,"v_4844",23,3.16545851666614e-05,23859.5758338494
"1737446",2.84063420709466e-05,2.51085946719562e-05,2.43325118857562e-05,2.07345580725155e-05,1.41522785168412e-05,1.19305219426601e-05,"v_1239",66,3.33233363324336e-05,23854.7640960569
"2811425",9.32083099202936e-06,6.45649577278874e-06,4.05541864762603e-06,1.02326390487739e-05,1.28657077425829e-06,6.6280677459223e-06,"v_848",37,3.22976551902332e-05,23832.3937482257
"651740",5.10426459087322e-05,5.66736851167012e-05,3.78505740445096e-05,3.6352796620644e-05,2.83045570336824e-05,2.91634980820581e-05,"v_1575",85,3.21027287319422e-05,23824.6306050532
"53442",5.32618913830249e-06,5.73910735358999e-06,6.75903107937671e-06,1.10404789736771e-05,5.14628309703317e-06,5.74432537979933e-06,"v_4436",35,3.24633164524088e-05,23816.4143504289
"83655",3.7727173062976e-05,4.23259167327262e-05,4.05541864762603e-05,4.5508315769547e-05,3.34508401307156e-05,3.269846754655e-05,"v_1755",21,3.03868242729952e-05,23790.9784706616
"2527968",6.92404587979324e-05,5.81084619550987e-05,9.59782413271493e-05,0.00011282830951148,6.1755397164398e-05,6.00944808963622e-05,"v_4785",42,3.03785163132633e-05,23789.244378099
"1077946",0.000233464623895592,0.000291259698194692,0.00031632265451483,0.000390455963703214,0.000311350127370507,0.000418010139176167,"v_3257",155,2.5046335721084e-05,23744.1887049867
"702114",3.32886821143906e-05,3.01303136063475e-05,2.83879305333822e-05,4.09305561950955e-05,2.44448447109075e-05,2.65122709836892e-05,"v_2541",81,3.40645864559204e-05,23732.4211865991
"54308",8.43313280231228e-06,1.21956031263787e-05,1.08144497270027e-05,1.58875185230963e-05,1.28657077425829e-05,9.27929484429122e-06,"v_4645",32,3.23792254889263e-05,23715.0112123001
"1118379",0.000119839255611806,0.000118369089167794,0.000116255334565279,0.000125484468334964,0.000100352520392147,0.000149794331057844,"v_3398",15,2.61226195762911e-05,23711.0541054512
"347534",0.000142031710354733,0.000144912460678147,0.000216288994540055,0.000215962539924122,0.000154388492910995,0.000115328378779048,"v_2353",132,2.84648885599613e-05,23676.7605601767
"2724123",4.61603058652882e-05,3.22824788639437e-05,4.59614113397616e-05,4.65854356694179e-05,3.60239816792322e-05,2.82797557159352e-05,"v_1353",31,3.0507337014552e-05,23650.1896219703
"1032",6.12511750904786e-05,4.73476356671174e-05,6.48866983620164e-05,4.98167953690307e-05,3.47374109049739e-05,4.28615047569642e-05,"v_2683",100,3.27310814349306e-05,23647.1748246273
"45658",6.65773642287811e-06,9.32604944958374e-06,6.75903107937671e-06,6.4627193992256e-06,2.57314154851658e-06,6.18619656286082e-06,"v_2586",59,3.23446647475499e-05,23634.4369041484
"481145",1.77539637943416e-06,2.869553676795e-06,1.35180621587534e-06,2.4235197747096e-06,3.85971232277488e-06,1.76748473224595e-06,"v_666",20,2.71532529597046e-05,23624.2273552436
"2623549",1.73101146994831e-05,1.07608262879812e-05,1.62216745905041e-05,1.58875185230963e-05,1.28657077425829e-05,1.41398778579676e-05,"v_2935",43,3.3655302392892e-05,23619.1632148714
"2733487",0.000118063859232372,0.000114064758652601,0.000158161327257415,0.000155105265581414,0.000118364511231763,9.50023043582197e-05,"v_2207",150,2.93237933259046e-05,23612.4670095224
"2060094",1.86416619840587e-05,1.50651568031737e-05,1.48698683746288e-05,1.88495982477413e-05,2.83045570336824e-05,1.85585896885824e-05,"v_4288",20,3.18836883050631e-05,23530.2975996224
"1867846",2.2192454742927e-06,4.30433051519249e-06,8.11083729525205e-06,4.30847959948374e-06,1.28657077425829e-06,2.20935591530743e-06,"v_2650",40,3.04238035839241e-05,23525.8681504782
"304378",6.65773642287811e-05,6.02606272126949e-05,6.75903107937671e-05,7.53983929909654e-05,7.33345341327226e-05,4.46289894892102e-05,"v_353",19,2.99293666946007e-05,23515.1520025035
"53558",1.33154728457562e-06,7.17388419198749e-07,1.35180621587534e-06,8.07839924903201e-07,0,2.20935591530743e-06,"v_4706",26,2.5117423956999e-05,23514.012773777
"1440763",0.000255213229543661,0.000210194806825233,0.000323081685594207,0.00025069965669496,0.00036152638756658,0.000201493259476038,"v_1414",76,2.54401139717106e-05,23512.3794097296
"2638829",1.50908692251904e-05,1.50651568031737e-05,1.35180621587534e-06,9.96335907380614e-06,3.85971232277488e-06,1.32561354918446e-05,"v_4354",40,3.25044693645376e-05,23495.0011908137
"187491",3.24009839246735e-05,4.23259167327262e-05,5.81276672826397e-05,7.29748732162558e-05,7.59076756812392e-05,4.68383454045176e-05,"v_3468",67,3.18471337579618e-05,23488.5748604879
"33871",5.45934386676005e-05,6.88692882430799e-05,7.16457294413931e-05,8.56310320397393e-05,5.78956848416231e-05,7.55599723035142e-05,"v_3793",128,3.15169088215828e-05,23482.1481615553
"744515",3.55079275886833e-06,5.73910735358999e-06,6.75903107937671e-06,8.88623917393521e-06,3.85971232277488e-06,1.59073625902135e-05,"v_5048",54,3.29663084327817e-05,23463.5832926156
"1862358",9.7646800868879e-06,1.57825452223725e-05,2.43325118857562e-05,1.96574381726445e-05,1.54388492910995e-05,1.90004608716439e-05,"v_3492",56,3.39259058216854e-05,23460.1668106222
"2505979",3.99464185372687e-05,6.74345114046824e-05,3.64987678286342e-05,3.2313596996128e-05,2.95911278079407e-05,2.51866574345047e-05,"v_1642",79,3.23802739371175e-05,23420.3673350664
"29542",8.1224384359113e-05,7.74779492734649e-05,0.000116255334565279,0.000110943349686706,7.20479633584644e-05,6.31875791777926e-05,"v_2832",132,3.12246299881346e-05,23392.8723911644
"2560261",4.43849094858541e-07,7.17388419198749e-07,1.35180621587534e-06,1.34639987483867e-06,0,1.76748473224595e-06,"v_5800",36,2.51224720512498e-05,23392.3107626397
"342113",0.000139368615785582,0.000119086477586992,0.000133828815371659,0.00014729614630735,0.000144095926716929,0.000113560894046802,"v_982",63,2.86483699077523e-05,23374.0603622947
"203263",2.08609074583514e-05,1.721732206077e-05,3.92023802603849e-05,3.66220765956118e-05,3.0877698582199e-05,3.00472404481811e-05,"v_3469",46,3.22528624415417e-05,23371.8944770854
"312285",3.2844833019532e-05,4.80650240863162e-05,4.19059926921356e-05,6.03187143927723e-05,3.34508401307156e-05,3.269846754655e-05,"v_3698",59,3.29782673218349e-05,23358.7123371367
"1765967",0.000180646581607426,0.00014921679119334,0.000251435956152814,0.000211654060324639,0.000122224223554538,0.000156864269986828,"v_2165",131,2.81444372519771e-05,23349.2624281141
"2562663",3.10694366400979e-06,1.4347768383975e-06,0,3.2313596996128e-06,1.28657077425829e-06,2.65122709836892e-06,"v_5591",49,2.87778065555843e-05,23342.9005439966
"1637853",7.76735916002446e-05,5.66736851167012e-05,7.43493418731438e-05,9.07473515641262e-05,7.84808172297558e-05,6.40713215439156e-05,"v_965",64,3.09587938453918e-05,23327.7459731267
"2185111",6.65773642287811e-06,2.869553676795e-06,4.05541864762603e-06,3.2313596996128e-06,2.57314154851658e-06,3.09309828143041e-06,"v_403",37,3.09520861706079e-05,23303.9062995466
"1851148",3.10694366400979e-05,3.51520325407387e-05,2.83879305333822e-05,4.17383961199987e-05,2.70179862594241e-05,2.73960133498122e-05,"v_4818",102,3.39893273512117e-05,23298.09079751
"54248",8.87698189717082e-07,2.869553676795e-06,0,2.96207972464507e-06,2.57314154851658e-06,1.76748473224595e-06,"v_5465",18,2.75991499461817e-05,23296.6957742044
"2714036",0,7.17388419198749e-07,2.70361243175068e-06,5.38559949935467e-07,0,1.32561354918446e-06,"v_4144",24,2.43054711615585e-05,23293.2581625544
"572544",4.88234004344395e-06,0,0,1.6156798498064e-06,0,3.09309828143041e-06,"v_5164",30,2.7693159789532e-05,23275.5586990657
"296",3.37325312092491e-05,3.94563630559312e-05,3.24433491810082e-05,3.93148763452891e-05,2.44448447109075e-05,2.25354303361358e-05,"v_1595",37,3.19356177945262e-05,23262.9937147774
"585",5.77003823316103e-06,4.30433051519249e-06,6.75903107937671e-06,1.23868788485157e-05,3.85971232277488e-06,7.06993892898379e-06,"v_2132",57,3.27901105026724e-05,23262.4624073538
